0.19521943	-0.04025809	-0.039434455	-0.011687572	-0.08565911	-0.0736195	0.053412843	-0.09203681	-0.11610316	-0.0820953	-0.0258298	-0.038704503	0.08654451	0.10178252	0.1393552	0.0790165
0.0809814	-0.037280023	0.0059170523	-0.0077190143	-0.029802347	0.000565052	0.012893175	-0.1960852	-0.15991901	-0.050445843	-0.08507767	0.036572903	0.042462923	0.024016334	0.045704648	0.029672114
-0.027053408	0.037183683	0.01466432	-0.07990498	0.008207007	0.12023215	-0.022567648	-0.0760114	-0.08803195	-0.0076125343	-0.09567686	0.0336457	0.061430644	-0.057026993	0.033853758	-0.0865161
0.062482648	0.014275057	-0.025243532	-0.008686697	-0.05766711	0.019856473	0.036669195	-0.24810548	-0.14926948	-0.09605494	-0.036962613	0.043830585	0.087509945	0.0048064794	0.08772969	-0.047128215
0.2205503	-0.0742346	-0.1405227	0.015453793	-0.15988807	-0.08825172	0.037880413	-0.2607073	0.019974982	-0.19068658	-0.023191925	-0.029506385	0.14051835	0.13395043	0.14926082	0.062789045
0.027266018	0.13205685	0.030129582	-0.085093364	0.036797248	0.07922914	-0.08842015	-0.3347065	0.04974466	0.02771048	-0.154515	0.11487878	-0.03315464	-0.08010999	-0.027996369	-0.09903441
0.024072388	0.039801035	0.070467554	-0.094073	-0.02127448	0.021373611	-0.00873773	-0.15177453	-0.31351572	-0.02172923	-0.05039268	0.06497421	0.08534013	-0.06987645	0.10284115	-0.09779846
0.165827	-0.014456099	-0.055600084	-0.01981031	-0.06818468	-0.004943357	0.053207524	-0.31820008	-0.157443	-0.07975319	0.013930243	-0.011466065	0.13381255	0.08293506	0.1006853	0.0022626568
0.1526437	0.0013657785	-0.10106463	-0.053410385	-0.040733803	-0.06668863	0.000916635	-0.40040755	-0.0020861847	-0.1458134	-0.08915706	-0.034050744	0.095393844	0.06572298	0.11426122	0.06431844
-0.032426275	0.03537696	0.08450343	0.0047128075	0.044370487	0.11010309	-0.027854742	-0.009803647	-0.1951698	0.051837113	-0.10645403	0.067819305	0.005707054	-0.016696107	-0.022146191	-0.061384466
0.061991695	0.07369621	-0.033915572	-0.124836355	0.008626281	-0.028058121	-0.013303162	-0.50445044	-0.016355984	-0.04503668	-0.08851195	0.062250994	0.03273833	-0.06511749	0.00782764	-0.03675869
-0.011352211	-0.03240273	0.008946065	0.12691072	-0.027371373	0.009809758	0.07595704	0.3862239	-0.1925473	-0.107370764	0.022672767	-0.122220024	0.025988527	0.020619005	0.06793675	-0.05127703
0.014464147	0.0076473183	0.07903726	0.047016814	-0.044132825	0.08766285	-0.026679756	-0.009459403	-0.09167024	-0.015917083	-0.084355086	-0.022606183	3.207728e-05	-0.03397186	0.030522784	-0.076875344
-0.078027114	0.07278431	0.104282446	-0.078056045	0.046444736	0.11573937	-0.036751445	-0.04922673	-0.39944777	0.023167234	-0.10241948	0.06357205	-0.013278589	-0.053919982	0.044055007	-0.09340376
0.0896556	-0.08337609	-0.11146937	0.14050905	-0.082847804	-0.04309624	0.052976504	0.072676465	-0.1512695	-0.1137484	0.032503873	-0.051815525	0.10060749	0.077688366	0.13903427	0.06951937
-0.009923692	0.010930404	0.11823049	-0.018539531	0.023671687	0.03355062	-0.059037205	-0.055663396	-0.15181611	0.04257431	-0.089501195	0.031792935	0.016853187	-0.081870124	-0.019959474	-0.06747717
0.012769711	0.00047958552	0.036026724	-0.011022272	-0.022562169	0.05493607	-0.045991603	-0.06413804	-0.21001145	-0.020949265	-0.09906811	0.08606395	-0.0069345874	-0.05599006	0.049289383	-0.07193361
-0.13773137	0.05752098	0.08371813	0.039990664	0.07518459	0.16986136	-0.056423336	0.35111612	-0.105149746	0.055245984	-0.122089334	-0.027054457	-0.013521275	-0.079846136	0.018451966	-0.13420357
0.012560774	0.008385711	0.021617934	-0.08956516	-0.04723558	0.007014131	-0.048432827	-0.16004	-0.122375175	0.032686964	-0.11559773	0.124020055	-0.038981095	-0.029175967	-0.0062884064	-0.105086125
0.11349982	-0.0593429	-0.045014676	-0.012967827	-0.020187324	-0.0253731	-0.0008641046	-0.2872028	0.123342544	-0.08464281	-0.046590563	-0.04065063	0.06635925	0.030213814	0.02571057	0.049217112
-0.040792275	0.07196629	0.09072192	0.027229449	-0.034539644	0.09782604	-0.08367774	0.3068338	-0.34601963	0.022576716	-0.07786536	0.0437166	0.02335306	-0.037819102	0.0448716	-0.13531864
0.088856496	0.010357787	-0.0880982	-0.019132694	-0.124714464	0.0040266123	0.06666027	-0.062077414	-0.030796139	-0.07570698	-0.06359966	0.005000309	0.03671174	0.027041644	0.066378444	0.048925526
0.011146496	0.15025249	0.04598363	-0.03877745	0.041074738	0.03826318	-0.06441139	-0.19624428	-0.09367986	0.018021569	-0.073073424	0.048323885	-0.0015137872	-0.057488732	-0.050064903	-0.09450973
0.12296618	-0.08720092	-0.051133182	0.13789997	-0.1866228	-0.06330998	0.10460467	0.09236163	-0.26047495	-0.10873903	0.046152838	-0.054230846	0.1421639	0.063258424	0.14681637	0.10444393
-0.0015543432	0.12795582	0.060011007	-0.095987305	-0.0039420137	0.05152485	-0.07124839	-0.36233348	-0.23813589	0.030206542	-0.084346674	0.0912681	0.013046916	-0.09940796	-0.05931074	-0.07074813
-0.055964064	0.044192016	0.036118563	0.022852635	0.02248938	0.05503047	-0.07104047	0.1390567	-0.08805843	0.003272461	-0.053184286	0.025903393	0.018509468	-0.030790782	0.016341064	-0.12700449
-0.10405978	-0.013728224	0.060479507	0.0783965	0.03533179	0.117636375	-0.05987514	0.2853167	-0.27627537	-3.6347992e-05	-0.051869582	-0.028222438	0.04825482	-0.068976045	0.09292653	-0.028716812
